l_orderkey,l_partkey,l_suppkey,l_linenumber,l_quantity,l_extendedprice,l_discount,l_tax,l_returnflag,l_linestatus,l_shipdate,l_commitdate,l_receiptdate,l_shipinstruct,l_shipmode,l_comment
1404,35,3,3,21.66,4144.45,0.02,0.06,N,F,1997-05-21,1997-05-13,1997-06-09,TAKE BACK RETURN,RAIL,pending blithely final carefully
1405,254,86,1,43.74,2434.29,0.04,0.01,N,F,1997-01-02,1997-01-21,1997-01-27,COLLECT COD,SHIP,blithely special unusual
1405,309,93,2,41.11,3410.24,0.1,0.03,N,F,1997-01-20,1997-01-19,1997-02-13,COLLECT COD,AIR,unusual final pending final quickly special
1405,413,39,3,48.0,1372.31,0.04,0.02,R,F,1996-12-19,1997-01-26,1996-12-22,TAKE BACK RETURN,FOB,unusual silent final slyly pending blithely 
1406,283,68,1,22.29,3491.01,0.01,0.03,N,F,1994-12-05,1994-12-21,1994-12-17,COLLECT COD,FOB,carefully slyly carefully final furiously
1406,212,28,2,24.56,1479.51,0.1,0.0,N,F,1994-12-01,1995-01-21,1994-12-23,DELIVER IN PERSON,FOB,regular regular blithely special
1406,248,66,3,12.45,1593.23,0.02,0.04,A,F,1994-12-14,1995-01-26,1994-12-21,COLLECT COD,TRUCK,regular unusual slyly silent
1407,65,86,1,42.42,3275.68,0.05,0.04,N,F,1995-03-28,1995-04-11,1995-04-27,DELIVER IN PERSON,SHIP,silent blithely slyly unusual slyly unusual 
1407,395,91,2,10.35,491.81,0.02,0.01,R,F,1995-04-01,1995-03-06,1995-04-28,TAKE BACK RETURN,AIR,carefully regular blithely final
1407,76,68,3,27.48,4847.22,0.05,0.01,N,F,1995-03-27,1995-04-29,1995-04-07,TAKE BACK RETURN,SHIP,blithely pending pending carefully blithely
1408,393,30,1,6.94,141.71,0.09,0.02,N,F,1994-11-24,1995-01-09,1994-12-14,NONE,RAIL,pending regular pending furiously unusual un
1408,67,84,2,24.1,4405.05,0.06,0.07,R,F,1994-12-18,1995-01-18,1994-12-27,COLLECT COD,SHIP,blithely unusual special quickly regular reg
1408,56,40,3,29.05,278.47,0.07,0.03,R,F,1994-11-15,1994-12-19,1994-12-07,DELIVER IN PERSON,TRUCK,blithely express unusual final
1409,457,51,1,38.85,377.74,0.03,0.05,R,F,1993-05-20,1993-06-14,1993-05-22,TAKE BACK RETURN,MAIL,quickly furiously carefully carefully unusua
1409,457,69,2,38.44,2352.86,0.0,0.01,N,F,1993-06-06,1993-06-14,1993-06-08,COLLECT COD,FOB,furiously carefully furiously silent
1409,394,22,3,39.29,1950.06,0.02,0.03,A,F,1993-05-06,1993-06-02,1993-05-18,NONE,SHIP,silent slyly carefully regular unusual slyly
1410,118,53,1,31.56,548.67,0.03,0.07,R,F,1993-09-18,1993-09-25,1993-09-20,TAKE BACK RETURN,RAIL,blithely special pending blithely blithely u
1410,341,7,2,14.36,4038.47,0.03,0.02,R,F,1993-08-20,1993-10-07,1993-08-23,DELIVER IN PERSON,RAIL,silent pending quickly blithely
1410,278,53,3,48.13,3918.15,0.08,0.04,N,F,1993-09-06,1993-09-07,1993-09-16,NONE,REG AIR,final slyly slyly blithely blithely
1411,455,45,1,18.99,3364.72,0.03,0.06,A,F,1998-01-21,1998-02-01,1998-02-10,COLLECT COD,TRUCK,silent special special slyly final
1411,149,83,2,15.24,1597.21,0.09,0.07,A,F,1997-12-27,1998-01-29,1998-01-08,NONE,REG AIR,blithely quickly pending
1411,252,13,3,27.37,3847.47,0.02,0.06,R,F,1997-12-16,1998-02-13,1997-12-17,TAKE BACK RETURN,SHIP,carefully final pending
1412,182,36,1,3.78,731.7,0.05,0.01,N,F,1999-02-07,1999-01-29,1999-02-24,DELIVER IN PERSON,FOB,final pending silent furiously
1412,398,72,2,30.02,4768.89,0.03,0.0,A,F,1999-01-13,1999-02-12,1999-01-31,NONE,FOB,silent final unusual regular
1412,161,69,3,33.59,3151.16,0.09,0.02,N,F,1999-01-22,1999-03-03,1999-02-15,TAKE BACK RETURN,RAIL,furiously special blithely
1413,163,43,1,2.38,3481.88,0.0,0.02,N,F,1994-05-28,1994-07-24,1994-06-22,NONE,TRUCK,carefully pending final express regular
1413,129,1,2,27.04,3119.03,0.06,0.05,R,F,1994-06-26,1994-07-18,1994-07-04,TAKE BACK RETURN,AIR,silent blithely final carefully pending slyl
1413,290,7,3,45.32,4517.22,0.08,0.02,A,F,1994-06-11,1994-07-17,1994-07-06,TAKE BACK RETURN,TRUCK,special special unusual slyly blithely
1414,483,42,1,3.67,3768.19,0.1,0.02,N,F,1996-08-05,1996-09-02,1996-08-30,DELIVER IN PERSON,MAIL,quickly final blithely regular regular slyly
1414,32,1,2,39.48,4522.79,0.07,0.02,A,F,1996-06-16,1996-08-06,1996-07-07,TAKE BACK RETURN,FOB,carefully unusual quickly pending
1414,237,45,3,27.3,1158.54,0.09,0.04,R,F,1996-06-25,1996-09-01,1996-07-04,NONE,REG AIR,unusual slyly silent
1415,251,37,1,25.2,4254.82,0.02,0.03,R,F,1994-01-23,1994-03-15,1994-02-03,NONE,REG AIR,carefully pending carefully quickly quickly 
1415,182,65,2,1.35,4013.63,0.05,0.01,R,F,1994-02-09,1994-03-15,1994-02-13,NONE,MAIL,final express quickly blithely express caref
1415,298,61,3,13.75,2735.8,0.07,0.04,A,F,1994-02-14,1994-03-16,1994-03-02,DELIVER IN PERSON,FOB,final special silent
1416,249,57,1,36.2,2871.74,0.05,0.08,A,F,1997-10-07,1997-11-08,1997-10-24,NONE,MAIL,quickly final pending regular slyly final
1416,490,93,2,2.05,3902.49,0.02,0.01,R,F,1997-08-26,1997-09-28,1997-09-15,TAKE BACK RETURN,REG AIR,furiously slyly pending express pending furi
1416,261,88,3,42.58,796.58,0.03,0.01,R,F,1997-09-04,1997-09-30,1997-09-17,NONE,TRUCK,silent regular express express express final
1417,380,72,1,36.49,2246.09,0.01,0.07,R,F,1996-11-14,1996-11-17,1996-11-18,NONE,AIR,carefully unusual unusual express express ca
1417,497,48,2,13.23,4969.63,0.02,0.06,A,F,1996-11-06,1996-12-08,1996-11-12,DELIVER IN PERSON,RAIL,blithely unusual carefully slyly
1417,223,42,3,45.36,3764.33,0.08,0.06,N,F,1996-10-21,1996-11-23,1996-11-18,TAKE BACK RETURN,TRUCK,regular slyly unusual regular pending pendin
1418,190,35,1,18.92,934.5,0.04,0.03,R,F,1997-04-23,1997-05-11,1997-05-16,DELIVER IN PERSON,SHIP,regular furiously express quickly
1418,163,93,2,26.98,3226.55,0.05,0.03,A,F,1997-03-07,1997-05-01,1997-03-09,NONE,MAIL,carefully quickly carefully slyly
1418,65,51,3,16.53,1974.59,0.1,0.01,R,F,1997-03-08,1997-05-01,1997-03-28,DELIVER IN PERSON,TRUCK,carefully special carefully special carefull
1419,422,24,1,30.06,1399.3,0.09,0.06,R,F,1997-04-16,1997-04-16,1997-05-16,TAKE BACK RETURN,RAIL,carefully pending slyly final quickly expres
1419,346,78,2,7.68,929.33,0.03,0.06,N,F,1997-03-09,1997-05-31,1997-04-07,COLLECT COD,REG AIR,silent silent regular pending express
1419,322,64,3,3.7,2522.58,0.07,0.04,N,F,1997-04-28,1997-05-13,1997-05-23,TAKE BACK RETURN,AIR,express quickly unusual furiously regular sp
1420,370,22,1,4.64,4451.01,0.02,0.01,N,F,1996-01-28,1996-03-17,1996-02-27,TAKE BACK RETURN,TRUCK,silent unusual blithely quickly final furiou
1420,185,17,2,44.77,4260.58,0.08,0.01,R,F,1996-02-22,1996-04-07,1996-03-04,TAKE BACK RETURN,MAIL,special slyly silent carefully blithely care
1420,151,91,3,45.85,4715.38,0.07,0.06,N,F,1996-03-23,1996-03-08,1996-04-12,COLLECT COD,MAIL,quickly express final express
1421,478,10,1,34.77,1514.77,0.04,0.01,A,F,1995-07-13,1995-07-22,1995-08-07,DELIVER IN PERSON,TRUCK,final pending carefully slyly quickly
1421,393,43,2,25.05,798.18,0.07,0.01,A,F,1995-07-04,1995-07-29,1995-07-25,DELIVER IN PERSON,SHIP,pending furiously silent special
1421,113,25,3,21.98,1020.77,0.02,0.05,R,F,1995-06-15,1995-07-17,1995-07-09,NONE,RAIL,regular slyly pending pending
1422,227,98,1,49.07,749.41,0.05,0.04,N,F,1997-11-25,1997-12-22,1997-12-11,TAKE BACK RETURN,FOB,regular slyly carefully regular quickly expr
1422,120,82,2,30.76,4457.97,0.05,0.03,N,F,1997-11-06,1997-12-17,1997-11-13,NONE,MAIL,express silent express pending
1422,490,50,3,42.78,2409.31,0.09,0.07,N,F,1997-12-17,1998-01-12,1997-12-25,NONE,AIR,unusual unusual blithely silent pending slyl
1423,449,39,1,19.75,824.97,0.04,0.01,A,F,1995-12-26,1995-11-28,1996-01-17,COLLECT COD,FOB,furiously carefully furiously
1423,121,66,2,45.01,2519.39,0.05,0.04,N,F,1995-10-31,1996-01-17,1995-11-07,DELIVER IN PERSON,AIR,slyly special blithely furiously regular
1423,216,62,3,47.73,3102.23,0.05,0.08,N,F,1995-11-13,1995-12-06,1995-12-11,NONE,RAIL,slyly pending silent slyly
1424,111,74,1,6.99,249.22,0.02,0.01,N,F,1996-09-17,1996-09-25,1996-10-07,DELIVER IN PERSON,FOB,regular furiously furiously silent furiously
1424,12,55,2,5.29,4058.68,0.03,0.0,A,F,1996-08-14,1996-09-19,1996-08-29,DELIVER IN PERSON,SHIP,regular pending blithely final final
1424,431,88,3,33.58,1173.94,0.07,0.03,A,F,1996-09-17,1996-09-30,1996-10-07,NONE,MAIL,final final special quickly carefully regula
1425,262,33,1,4.93,1227.87,0.01,0.04,N,F,1998-08-08,1998-09-24,1998-08-15,COLLECT COD,AIR,silent special final special
1425,177,81,2,25.41,3007.05,0.07,0.03,N,F,1998-09-02,1998-10-29,1998-09-16,TAKE BACK RETURN,TRUCK,furiously blithely pending furiously quickly
1425,416,38,3,39.68,3610.93,0.04,0.06,R,F,1998-09-27,1998-09-23,1998-10-14,TAKE BACK RETURN,SHIP,express silent express final express silent 
1426,230,72,1,28.35,4045.65,0.06,0.04,R,F,1994-08-20,1994-08-29,1994-09-10,TAKE BACK RETURN,SHIP,pending special slyly
1426,47,45,2,6.89,4274.31,0.01,0.07,N,F,1994-08-05,1994-09-10,1994-08-30,DELIVER IN PERSON,FOB,regular quickly regular silent silent slyly 
1426,318,45,3,11.87,1806.0,0.03,0.04,N,F,1994-09-02,1994-09-10,1994-10-02,COLLECT COD,MAIL,unusual blithely regular regular regular qui
1427,208,86,1,43.67,603.09,0.01,0.02,N,F,1995-06-15,1995-08-16,1995-06-22,DELIVER IN PERSON,MAIL,special quickly furiously blithely quickly r
1427,228,30,2,7.4,2143.75,0.08,0.05,N,F,1995-06-30,1995-07-17,1995-07-03,COLLECT COD,MAIL,unusual silent carefully furiously express p
1427,27,96,3,35.55,859.61,0.03,0.05,R,F,1995-06-28,1995-08-24,1995-07-28,TAKE BACK RETURN,FOB,unusual unusual unusual special carefully
1428,57,54,1,38.28,2881.29,0.05,0.03,R,F,1997-05-29,1997-06-16,1997-06-17,COLLECT COD,FOB,carefully silent final final
1428,430,23,2,14.44,175.59,0.0,0.08,A,F,1997-06-26,1997-06-15,1997-07-19,TAKE BACK RETURN,MAIL,blithely silent pending special regular fina
1428,239,7,3,34.51,2910.54,0.02,0.06,A,F,1997-06-06,1997-06-02,1997-06-21,COLLECT COD,AIR,express final regular slyly quickly final fi
1429,391,32,1,18.09,2936.61,0.06,0.02,R,F,1998-10-13,1998-12-04,1998-11-11,DELIVER IN PERSON,REG AIR,regular quickly final regular slyly
1429,176,34,2,40.71,3238.92,0.05,0.08,R,F,1998-09-22,1998-11-27,1998-09-28,NONE,AIR,slyly carefully silent quickly regular
1429,342,82,3,5.32,2013.43,0.1,0.03,R,F,1998-10-13,1998-11-22,1998-10-17,COLLECT COD,MAIL,blithely blithely blithely express final unu
1430,171,9,1,22.97,4611.73,0.0,0.05,A,F,1996-04-29,1996-06-17,1996-05-05,NONE,AIR,silent express special
1430,5,15,2,45.52,3620.9,0.05,0.07,R,F,1996-05-26,1996-06-27,1996-06-21,DELIVER IN PERSON,RAIL,final silent silent carefully blithely final
1430,410,70,3,5.13,3881.44,0.09,0.05,N,F,1996-04-29,1996-05-29,1996-05-26,NONE,SHIP,regular quickly slyly final
1431,499,17,1,41.98,2381.59,0.06,0.03,A,F,1995-09-28,1995-11-05,1995-10-04,NONE,SHIP,slyly pending slyly express
1431,23,65,2,37.47,1991.83,0.02,0.01,N,F,1995-09-03,1995-11-05,1995-09-28,COLLECT COD,RAIL,regular carefully final pending silent quick
1431,362,24,3,47.05,2373.37,0.04,0.01,N,F,1995-08-22,1995-11-06,1995-09-02,DELIVER IN PERSON,AIR,furiously express regular regular express qu
1432,8,61,1,39.75,2144.32,0.01,0.02,A,F,1994-04-12,1994-05-16,1994-04-24,TAKE BACK RETURN,RAIL,special carefully unusual furiously pending 
1432,78,72,2,22.65,1226.62,0.04,0.05,R,F,1994-04-29,1994-05-19,1994-05-07,TAKE BACK RETURN,RAIL,special pending final pending
1432,377,74,3,44.55,2047.98,0.01,0.07,A,F,1994-05-29,1994-06-14,1994-06-18,COLLECT COD,SHIP,regular pending silent
1433,290,38,1,2.85,843.09,0.06,0.05,N,F,1993-10-20,1993-11-25,1993-11-17,COLLECT COD,REG AIR,quickly special furiously pending carefully
1433,496,14,2,16.01,2488.93,0.04,0.06,R,F,1993-10-03,1993-10-25,1993-10-14,NONE,MAIL,express furiously quickly pending unusual qu
1433,480,44,3,22.11,2606.89,0.03,0.05,R,F,1993-08-28,1993-10-27,1993-09-18,DELIVER IN PERSON,RAIL,unusual unusual furiously final silent blith
1434,409,98,1,34.18,197.82,0.01,0.04,A,F,1997-02-19,1997-03-07,1997-03-20,TAKE BACK RETURN,REG AIR,quickly final blithely
1434,189,45,2,38.4,2100.73,0.06,0.01,A,F,1997-03-11,1997-04-15,1997-03-31,COLLECT COD,SHIP,unusual carefully regular quickly
1434,180,78,3,37.01,1803.26,0.03,0.01,N,F,1997-02-15,1997-03-29,1997-02-25,TAKE BACK RETURN,TRUCK,silent regular slyly
1435,229,24,1,28.19,948.64,0.01,0.02,R,F,1998-02-11,1998-03-21,1998-03-11,COLLECT COD,RAIL,slyly pending carefully blithely regular fin
1435,372,57,2,22.09,2428.74,0.01,0.03,R,F,1998-03-09,1998-04-01,1998-03-25,TAKE BACK RETURN,TRUCK,slyly special regular quickly silent unusual
1435,251,42,3,15.74,2994.82,0.04,0.07,R,F,1998-02-17,1998-02-13,1998-02-23,TAKE BACK RETURN,SHIP,express regular furiously express
1436,104,13,1,5.74,2445.64,0.02,0.03,A,F,1997-06-23,1997-07-23,1997-07-19,COLLECT COD,RAIL,unusual express carefully silent furiously e
1436,106,32,2,21.47,2322.65,0.02,0.01,A,F,1997-06-14,1997-08-30,1997-07-12,TAKE BACK RETURN,TRUCK,quickly express unusual
1436,461,28,3,5.0,152.01,0.07,0.07,R,F,1997-07-01,1997-07-01,1997-07-05,COLLECT COD,REG AIR,unusual quickly silent express special regul
1437,298,44,1,34.74,4462.25,0.09,0.04,A,F,1993-12-23,1994-02-17,1994-01-06,TAKE BACK RETURN,RAIL,furiously silent final unusual carefully sil
1437,408,80,2,27.2,773.9,0.08,0.05,A,F,1993-12-25,1994-01-28,1994-01-09,TAKE BACK RETURN,FOB,silent unusual pending final silent final pe
1437,463,36,3,19.86,3737.93,0.0,0.06,N,F,1994-01-07,1994-01-15,1994-01-28,COLLECT COD,AIR,regular carefully blithely regular furiously
1438,104,97,1,13.35,1166.66,0.08,0.08,R,F,1997-01-08,1997-01-14,1997-01-14,COLLECT COD,RAIL,carefully regular carefully regular express 
1438,114,44,2,25.1,503.71,0.1,0.01,N,F,1996-12-19,1997-02-17,1997-01-01,DELIVER IN PERSON,RAIL,slyly unusual quickly special blithely
1438,432,98,3,6.47,3074.72,0.05,0.08,R,F,1996-11-25,1997-02-01,1996-12-22,TAKE BACK RETURN,AIR,furiously carefully special unusual
1439,248,78,1,33.21,4839.33,0.05,0.01,R,F,1995-05-13,1995-05-16,1995-06-11,COLLECT COD,MAIL,silent furiously quickly furiously carefully
1439,27,1,2,40.55,4100.82,0.01,0.04,A,F,1995-05-17,1995-05-06,1995-06-10,TAKE BACK RETURN,AIR,blithely silent carefully furiously pending 
1439,111,57,3,35.69,4885.88,0.05,0.06,N,F,1995-05-23,1995-05-09,1995-06-10,DELIVER IN PERSON,REG AIR,unusual furiously quickly blithely slyly
1440,113,22,1,45.4,2637.6,0.08,0.08,N,F,1998-01-11,1998-02-18,1998-01-19,DELIVER IN PERSON,RAIL,pending unusual furiously furiously special 
1440,487,16,2,18.75,3383.76,0.01,0.03,R,F,1998-01-02,1998-02-20,1998-01-23,TAKE BACK RETURN,SHIP,silent special blithely
1440,27,84,3,2.49,3199.26,0.07,0.06,R,F,1998-01-04,1998-02-13,1998-01-10,DELIVER IN PERSON,SHIP,quickly unusual silent pending special unusu
1441,236,67,1,14.31,3870.53,0.05,0.01,N,F,1996-01-17,1996-02-03,1996-02-07,COLLECT COD,AIR,furiously express unusual
1441,6,86,2,38.74,3542.87,0.1,0.01,R,F,1996-01-29,1996-02-29,1996-02-18,TAKE BACK RETURN,MAIL,special blithely unusual unusual final
1441,145,83,3,21.22,1120.11,0.09,0.07,N,F,1996-01-30,1996-01-29,1996-02-05,DELIVER IN PERSON,FOB,quickly unusual special special blithely
1442,163,75,1,48.95,2268.44,0.03,0.03,R,F,1995-06-24,1995-06-17,1995-06-29,COLLECT COD,SHIP,slyly silent slyly slyly special unusual
1442,150,21,2,3.28,1196.99,0.03,0.04,A,F,1995-05-17,1995-06-18,1995-06-11,TAKE BACK RETURN,TRUCK,carefully quickly blithely pending special s
1442,258,86,3,47.76,1081.31,0.05,0.01,R,F,1995-07-01,1995-07-01,1995-07-27,TAKE BACK RETURN,RAIL,special silent quickly silent express pendin
1443,136,81,1,35.88,1046.64,0.03,0.07,A,F,1997-05-09,1997-07-11,1997-05-18,NONE,TRUCK,slyly blithely unusual final express careful
1443,206,15,2,27.86,1291.29,0.05,0.06,R,F,1997-05-22,1997-07-10,1997-06-19,NONE,SHIP,blithely final special pending regular pendi
1443,73,51,3,47.45,4654.21,0.05,0.02,N,F,1997-04-27,1997-07-14,1997-05-20,DELIVER IN PERSON,SHIP,regular carefully blithely final final speci
1444,195,49,1,21.76,851.34,0.03,0.03,A,F,1993-02-27,1993-04-08,1993-03-21,DELIVER IN PERSON,AIR,carefully express special
1444,378,10,2,49.27,2534.54,0.07,0.07,N,F,1993-02-26,1993-04-20,1993-03-16,TAKE BACK RETURN,FOB,special unusual special
1444,219,16,3,25.26,3872.49,0.1,0.01,N,F,1993-02-17,1993-04-06,1993-02-26,NONE,AIR,special silent slyly unusual silent
1445,463,66,1,41.4,2674.37,0.08,0.02,N,F,1998-03-05,1998-04-07,1998-03-28,DELIVER IN PERSON,MAIL,regular express carefully furiously
1445,254,28,2,37.42,112.7,0.09,0.06,A,F,1998-03-30,1998-04-17,1998-04-14,COLLECT COD,AIR,unusual regular furiously special express sl
1445,188,32,3,48.69,3024.42,0.09,0.06,R,F,1998-04-28,1998-04-10,1998-05-23,NONE,TRUCK,express furiously furiously unusual regular 
1446,152,57,1,21.76,593.49,0.02,0.08,A,F,1997-02-20,1997-03-17,1997-02-23,DELIVER IN PERSON,RAIL,special quickly blithely unusual carefully u
1446,9,25,2,3.42,2668.64,0.01,0.0,N,F,1997-02-09,1997-03-20,1997-03-08,DELIVER IN PERSON,SHIP,unusual regular carefully regular slyly blit
1446,454,49,3,1.33,1046.94,0.01,0.05,R,F,1997-01-31,1997-03-17,1997-02-26,DELIVER IN PERSON,AIR,furiously final final special carefully slyl
1447,364,85,1,39.74,1380.01,0.01,0.02,A,F,1995-12-30,1996-02-09,1996-01-08,TAKE BACK RETURN,SHIP,slyly special express silent blithely
1447,116,50,2,35.55,1957.41,0.03,0.04,R,F,1995-12-21,1995-12-24,1996-01-17,TAKE BACK RETURN,AIR,final silent express furiously
1447,447,98,3,12.13,221.18,0.02,0.08,R,F,1996-01-01,1995-12-30,1996-01-25,NONE,REG AIR,pending slyly blithely express slyly careful
1448,419,93,1,15.27,3802.88,0.08,0.05,R,F,1996-08-11,1996-07-20,1996-08-26,TAKE BACK RETURN,FOB,quickly final silent final regular
1448,331,65,2,16.1,458.62,0.08,0.02,N,F,1996-07-31,1996-09-04,1996-08-02,TAKE BACK RETURN,AIR,express quickly final
1448,448,17,3,18.55,470.6,0.1,0.06,N,F,1996-08-07,1996-07-19,1996-08-08,COLLECT COD,FOB,regular unusual carefully blithely slyly exp
1449,164,16,1,46.12,3711.66,0.1,0.05,A,F,1998-03-30,1998-05-10,1998-04-19,NONE,TRUCK,slyly express final slyly final furiously
1449,39,45,2,4.9,3085.21,0.01,0.01,N,F,1998-05-03,1998-05-18,1998-05-12,TAKE BACK RETURN,REG AIR,unusual furiously express silent regular sly
1449,281,15,3,2.55,1016.55,0.08,0.07,R,F,1998-04-14,1998-04-18,1998-04-29,NONE,RAIL,silent slyly special silent quickly
1450,331,57,1,22.77,4819.58,0.03,0.03,R,F,1994-12-02,1995-01-05,1995-01-01,TAKE BACK RETURN,TRUCK,furiously regular unusual blithely quickly s
1450,270,3,2,28.94,2397.7,0.06,0.07,A,F,1994-11-27,1994-12-14,1994-12-17,DELIVER IN PERSON,RAIL,unusual quickly quickly regular slyly
1450,54,20,3,13.34,3202.76,0.07,0.01,N,F,1994-10-30,1994-12-10,1994-11-22,COLLECT COD,TRUCK,pending final express
1451,216,48,1,2.95,4629.74,0.08,0.01,N,F,1993-03-26,1993-04-15,1993-04-07,DELIVER IN PERSON,REG AIR,blithely blithely slyly silent pending blith
1451,364,16,2,14.48,2175.28,0.08,0.06,A,F,1993-03-12,1993-05-07,1993-03-15,COLLECT COD,AIR,quickly unusual furiously
1451,480,31,3,26.28,2440.9,0.02,0.01,R,F,1993-03-23,1993-04-19,1993-03-24,TAKE BACK RETURN,FOB,express regular unusual pending pending
1452,342,23,1,35.09,4728.98,0.0,0.07,R,F,1994-03-25,1994-05-09,1994-04-06,NONE,SHIP,unusual final regular carefully pending pend
1452,419,72,2,43.48,2434.85,0.07,0.06,R,F,1994-04-12,1994-05-10,1994-04-23,COLLECT COD,TRUCK,silent quickly slyly special carefully final
1452,255,90,3,44.7,4079.66,0.03,0.07,A,F,1994-02-26,1994-05-01,1994-03-07,TAKE BACK RETURN,MAIL,carefully regular final furiously
1453,429,23,1,33.36,1653.13,0.05,0.07,R,F,1995-07-30,1995-10-25,1995-08-21,TAKE BACK RETURN,RAIL,carefully unusual final furiously carefully 
1453,344,96,2,26.36,3886.33,0.02,0.05,N,F,1995-09-24,1995-09-19,1995-09-28,DELIVER IN PERSON,FOB,special silent blithely
1453,369,16,3,6.56,3427.65,0.1,0.07,N,F,1995-08-02,1995-10-19,1995-08-18,COLLECT COD,FOB,pending unusual silent
1454,402,90,1,16.2,2561.82,0.03,0.08,R,F,1997-02-27,1997-02-23,1997-03-03,TAKE BACK RETURN,TRUCK,furiously quickly final pending quickly
1454,276,63,2,2.77,3043.15,0.04,0.04,A,F,1997-02-24,1997-02-19,1997-03-03,DELIVER IN PERSON,AIR,special pending blithely quickly final speci
1454,159,47,3,11.61,550.13,0.07,0.08,R,F,1997-02-22,1997-04-02,1997-03-19,COLLECT COD,REG AIR,quickly silent special express
1455,493,60,1,48.26,3575.96,0.04,0.07,A,F,1993-04-18,1993-06-10,1993-05-03,NONE,MAIL,carefully special furiously silent
1455,231,77,2,2.99,3451.38,0.09,0.08,A,F,1993-05-09,1993-06-14,1993-05-25,COLLECT COD,RAIL,carefully express blithely unusual blithely
1455,408,19,3,5.37,2957.93,0.01,0.05,N,F,1993-06-01,1993-05-29,1993-06-24,TAKE BACK RETURN,AIR,carefully express carefully pending pending 
1456,429,73,1,4.2,1675.67,0.03,0.04,R,F,1998-06-08,1998-06-24,1998-06-28,NONE,FOB,regular carefully final slyly regular slyly
1456,140,64,2,47.99,1726.78,0.05,0.01,R,F,1998-05-10,1998-06-15,1998-06-09,DELIVER IN PERSON,RAIL,blithely special blithely unusual special
1456,499,96,3,12.22,2424.23,0.02,0.07,A,F,1998-06-07,1998-06-21,1998-06-18,DELIVER IN PERSON,MAIL,silent regular furiously carefully blithely
1457,219,28,1,30.07,2310.2,0.03,0.04,N,F,1993-08-06,1993-10-09,1993-08-25,COLLECT COD,RAIL,regular special blithely special quickly spe
1457,449,19,2,21.38,4715.13,0.01,0.06,R,F,1993-09-01,1993-09-24,1993-09-28,COLLECT COD,SHIP,final silent regular carefully final final b
1457,87,4,3,21.25,4090.13,0.03,0.02,N,F,1993-08-08,1993-10-16,1993-08-12,DELIVER IN PERSON,SHIP,blithely pending final
1458,78,25,1,15.81,3920.82,0.07,0.07,N,F,1995-08-07,1995-08-16,1995-08-08,COLLECT COD,AIR,slyly special silent furiously express unusu
1458,94,5,2,42.01,4276.1,0.08,0.02,N,F,1995-06-23,1995-07-26,1995-07-17,COLLECT COD,TRUCK,carefully silent pending blithely pending
1458,458,24,3,11.11,284.31,0.1,0.05,N,F,1995-07-16,1995-09-06,1995-07-17,TAKE BACK RETURN,SHIP,blithely regular blithely
1459,25,83,1,8.97,954.42,0.02,0.07,A,F,1994-01-01,1994-02-02,1994-01-14,NONE,FOB,final express carefully silent
1459,137,66,2,18.87,705.04,0.02,0.04,R,F,1994-01-14,1994-03-03,1994-02-03,TAKE BACK RETURN,REG AIR,quickly regular unusual slyly express specia
1459,52,15,3,24.18,3357.8,0.05,0.05,R,F,1994-01-01,1994-02-11,1994-01-15,DELIVER IN PERSON,SHIP,silent silent silent
