o_orderkey,o_custkey,o_orderstatus,o_totalprice,o_orderdate,o_orderpriority,o_clerk,o_shippriority,o_comment
1820,83,F,6252.98,1993-06-22,1-URGENT,Clerk#000000449,1,carefully silent express carefully
1821,601,F,3926.58,1998-01-21,3-MEDIUM,Clerk#000000658,1,furiously blithely quickly
1822,215,O,9115.47,1994-05-22,3-MEDIUM,Clerk#000000390,0,blithely blithely pending slyly
1823,954,F,8066.66,1993-04-27,4-NOT SPECIFIED,Clerk#000000929,1,furiously carefully carefully furiously
1824,566,P,9268.41,1996-01-29,2-HIGH,Clerk#000000162,1,final regular furiously
1825,303,P,10230.93,1998-02-11,5-LOW,Clerk#000000203,0,regular regular regular pending
1826,431,F,7190.72,1997-01-18,5-LOW,Clerk#000000114,0,furiously final silent pending silent
1827,858,P,9865.88,1998-09-20,3-MEDIUM,Clerk#000000910,0,special regular slyly regular special final special final
1828,786,F,13796.41,1996-11-21,2-HIGH,Clerk#000000649,1,final regular carefully pending
1829,173,P,8466.31,1997-02-06,5-LOW,Clerk#000000622,0,express silent silent
1830,351,P,10957.6,1994-12-18,1-URGENT,Clerk#000000245,0,express furiously slyly final pending silent unusual
1831,765,F,5010.27,1994-05-24,1-URGENT,Clerk#000000763,1,slyly quickly final special furiously
1832,856,O,8404.59,1998-01-22,1-URGENT,Clerk#000000789,0,slyly blithely unusual
1833,484,F,9157.86,1998-06-29,4-NOT SPECIFIED,Clerk#000000869,1,express unusual quickly carefully unusual
1834,753,F,3706.13,1996-02-20,3-MEDIUM,Clerk#000000901,1,final quickly unusual regular special
1835,988,F,7092.37,1998-03-15,1-URGENT,Clerk#000000869,1,silent final final silent special
1836,233,F,9978.17,1995-12-04,4-NOT SPECIFIED,Clerk#000000981,1,quickly final unusual quickly silent
1837,553,O,9947.4,1994-01-26,5-LOW,Clerk#000000870,1,slyly quickly pending carefully
1838,88,P,2854.34,1996-11-30,1-URGENT,Clerk#000000719,0,pending furiously blithely carefully pending final
1839,151,O,8447.8,1993-06-02,4-NOT SPECIFIED,Clerk#000000839,1,quickly unusual express blithely unusual final furiously express
1840,529,O,3445.93,1995-05-15,3-MEDIUM,Clerk#000000074,0,slyly carefully carefully furiously slyly express special
1841,974,P,6206.86,1994-01-12,3-MEDIUM,Clerk#000000732,0,regular pending special slyly blithely final
1842,376,P,5586.76,1996-05-24,3-MEDIUM,Clerk#000000598,0,carefully express express blithely unusual
1843,837,O,8039.11,1996-07-13,4-NOT SPECIFIED,Clerk#000000557,0,quickly carefully regular slyly
1844,223,F,5492.59,1997-07-06,3-MEDIUM,Clerk#000000182,1,regular carefully slyly pending pending unusual
1845,251,P,9233.19,1998-04-04,5-LOW,Clerk#000000315,1,unusual quickly furiously furiously furiously
1846,661,P,3396.64,1993-10-30,3-MEDIUM,Clerk#000000234,1,slyly unusual final pending carefully
1847,992,P,7584.92,1997-11-26,2-HIGH,Clerk#000000861,1,slyly unusual furiously carefully furiously special silent regular
1848,611,F,8437.26,1994-03-02,1-URGENT,Clerk#000000513,0,regular special quickly special express special express blithely
1849,88,P,5932.87,1998-12-14,4-NOT SPECIFIED,Clerk#000000201,1,final unusual furiously final final blithely silent quickly
1850,660,O,10200.77,1993-11-11,2-HIGH,Clerk#000000722,1,final silent blithely blithely
1851,482,P,7579.0,1993-08-17,1-URGENT,Clerk#000000394,0,blithely furiously carefully final
1852,887,O,6553.19,1995-04-13,3-MEDIUM,Clerk#000000389,0,carefully express carefully silent silent furiously silent express
1853,279,P,10562.47,1995-08-06,2-HIGH,Clerk#000000856,1,special carefully pending
1854,314,F,11253.71,1996-11-11,3-MEDIUM,Clerk#000000511,0,slyly special regular regular express slyly quickly blithely
1855,922,O,5356.77,1995-10-03,5-LOW,Clerk#000000950,1,express furiously slyly
1856,286,O,5557.64,1994-05-07,4-NOT SPECIFIED,Clerk#000000607,1,carefully express carefully unusual blithely
1857,918,F,10565.13,1997-05-15,4-NOT SPECIFIED,Clerk#000000329,0,blithely unusual slyly pending
1858,1000,P,7677.72,1997-07-11,4-NOT SPECIFIED,Clerk#000000763,1,furiously carefully final pending pending quickly express
1859,790,F,6359.61,1997-04-28,3-MEDIUM,Clerk#000000888,1,slyly carefully pending silent quickly slyly slyly
1860,459,O,2349.65,1998-03-16,1-URGENT,Clerk#000000554,1,special blithely final
1861,102,F,7044.08,1995-03-08,2-HIGH,Clerk#000000660,1,final special express regular furiously blithely special
1862,756,P,8623.76,1993-03-11,1-URGENT,Clerk#000000321,1,furiously unusual silent express slyly
1863,706,O,5336.1,1993-09-11,3-MEDIUM,Clerk#000000128,0,silent carefully regular pending special quickly blithely carefully
1864,593,F,5452.14,1996-05-28,2-HIGH,Clerk#000000708,1,blithely carefully final special silent furiously
1865,980,O,8384.52,1995-04-16,4-NOT SPECIFIED,Clerk#000000502,0,regular silent quickly unusual regular
1866,719,F,7557.61,1994-09-11,3-MEDIUM,Clerk#000000170,0,blithely express carefully
1867,252,F,8213.92,1993-09-09,4-NOT SPECIFIED,Clerk#000000306,1,pending regular carefully carefully express
1868,736,O,11891.57,1998-03-24,1-URGENT,Clerk#000000253,0,carefully special final unusual blithely unusual
1869,913,F,6702.5,1994-11-13,1-URGENT,Clerk#000000174,1,final final furiously blithely
1870,678,O,3758.13,1998-07-13,1-URGENT,Clerk#000000068,0,regular unusual furiously special
1871,589,P,4713.01,1995-04-10,2-HIGH,Clerk#000000060,1,final express slyly
1872,653,O,12582.6,1998-01-15,4-NOT SPECIFIED,Clerk#000000813,0,furiously regular silent regular pending
1873,3,F,7194.9,1995-09-15,2-HIGH,Clerk#000000098,1,carefully silent blithely special
1874,475,P,5918.9,1997-01-12,3-MEDIUM,Clerk#000000262,1,express carefully silent express final regular furiously
1875,752,O,7281.62,1997-03-08,5-LOW,Clerk#000000400,0,pending silent unusual pending blithely silent slyly
1876,495,P,10272.05,1996-01-01,5-LOW,Clerk#000000240,0,furiously final carefully blithely silent express slyly blithely
1877,841,O,4790.72,1996-11-03,3-MEDIUM,Clerk#000000711,1,express regular furiously special unusual
1878,506,O,6068.71,1998-05-19,2-HIGH,Clerk#000000978,1,unusual furiously slyly
1879,225,O,5533.79,1996-12-18,2-HIGH,Clerk#000000362,0,furiously express special unusual regular
1880,429,F,3165.38,1996-01-22,2-HIGH,Clerk#000000062,0,regular furiously special furiously
1881,47,P,11908.22,1998-02-19,3-MEDIUM,Clerk#000000389,0,quickly quickly slyly carefully
1882,276,F,8761.05,1997-07-08,4-NOT SPECIFIED,Clerk#000000514,1,pending blithely furiously furiously quickly silent
1883,156,P,5757.29,1993-01-20,2-HIGH,Clerk#000000942,1,special unusual special
1884,283,P,6869.8,1993-07-14,1-URGENT,Clerk#000000004,0,quickly final quickly silent
1885,231,F,10822.32,1997-01-28,3-MEDIUM,Clerk#000000756,1,blithely pending regular
1886,374,P,9216.89,1995-02-23,3-MEDIUM,Clerk#000000134,0,pending quickly special
1887,920,F,10864.16,1993-08-31,1-URGENT,Clerk#000000960,1,furiously slyly unusual slyly
1888,416,P,5614.21,1994-09-24,1-URGENT,Clerk#000000492,0,furiously final blithely carefully
1889,23,F,10896.44,1998-04-12,2-HIGH,Clerk#000000956,0,slyly quickly express carefully
1890,634,O,7201.15,1995-07-03,1-URGENT,Clerk#000000054,1,unusual blithely blithely
1891,432,F,8038.5,1998-10-07,1-URGENT,Clerk#000000782,0,special final final final final special silent
1892,1,O,8616.68,1994-01-31,3-MEDIUM,Clerk#000000027,0,final blithely quickly slyly silent
1893,807,F,4950.57,1993-11-08,3-MEDIUM,Clerk#000000275,1,final carefully blithely slyly
1894,984,P,5904.16,1997-11-01,4-NOT SPECIFIED,Clerk#000000632,0,regular pending express quickly
1895,784,O,7254.79,1993-05-08,2-HIGH,Clerk#000000078,1,pending final regular slyly final unusual express furiously
1896,479,O,7258.95,1997-07-11,5-LOW,Clerk#000000706,0,silent unusual furiously pending
1897,363,F,2906.87,1998-05-18,1-URGENT,Clerk#000000862,0,express slyly blithely
1898,32,F,7576.53,1997-02-20,4-NOT SPECIFIED,Clerk#000000983,0,quickly blithely quickly unusual quickly special carefully furiously
1899,329,F,9730.37,1997-08-02,3-MEDIUM,Clerk#000000963,1,blithely silent blithely blithely quickly
1900,945,P,11088.65,1994-09-20,3-MEDIUM,Clerk#000000272,1,unusual express carefully special express
1901,968,P,4099.04,1997-07-14,1-URGENT,Clerk#000000792,1,pending slyly special slyly quickly
1902,567,P,8674.09,1994-12-23,5-LOW,Clerk#000000710,0,furiously slyly final final unusual unusual pending quickly
1903,794,P,6492.85,1997-03-14,4-NOT SPECIFIED,Clerk#000000272,0,unusual regular pending special blithely regular final
1904,723,P,6932.49,1996-10-31,3-MEDIUM,Clerk#000000591,0,express special slyly
1905,987,O,11233.92,1997-09-21,3-MEDIUM,Clerk#000000115,0,unusual regular quickly
1906,968,F,6306.62,1998-05-23,3-MEDIUM,Clerk#000000516,0,express unusual blithely final quickly express blithely
1907,986,F,6182.17,1997-02-12,4-NOT SPECIFIED,Clerk#000000669,1,pending quickly unusual unusual blithely carefully furiously
1908,837,O,8399.21,1993-04-06,3-MEDIUM,Clerk#000000779,1,regular pending final silent
1909,677,O,5922.28,1993-05-16,5-LOW,Clerk#000000611,0,blithely carefully unusual slyly final
1910,456,F,8533.15,1997-02-26,4-NOT SPECIFIED,Clerk#000000376,0,pending quickly pending regular
1911,22,F,7356.99,1996-06-27,1-URGENT,Clerk#000000338,0,slyly express silent
1912,847,F,8443.05,1995-08-14,4-NOT SPECIFIED,Clerk#000000852,0,pending final regular blithely carefully
1913,327,O,6509.33,1993-12-11,2-HIGH,Clerk#000000287,0,blithely carefully unusual silent furiously
1914,729,F,6689.31,1993-11-20,3-MEDIUM,Clerk#000000529,0,regular silent unusual carefully regular
1915,255,F,7484.24,1994-05-11,4-NOT SPECIFIED,Clerk#000000425,1,slyly silent blithely
1916,83,P,4765.96,1996-02-22,4-NOT SPECIFIED,Clerk#000000398,1,express unusual regular special slyly blithely
1917,560,F,12001.16,1996-01-17,5-LOW,Clerk#000000282,0,regular final express regular furiously pending carefully
1918,980,F,10655.4,1998-07-11,4-NOT SPECIFIED,Clerk#000000043,0,express unusual special quickly special blithely
1919,713,F,7749.82,1998-04-06,3-MEDIUM,Clerk#000000585,0,silent carefully unusual blithely special special blithely special
1920,860,O,4496.95,1997-02-15,1-URGENT,Clerk#000000270,1,pending pending blithely carefully special unusual slyly
1921,619,F,7953.64,1998-08-31,5-LOW,Clerk#000000559,1,express furiously special unusual pending express
1922,602,P,6925.19,1997-06-05,2-HIGH,Clerk#000000430,0,blithely pending express special express
1923,266,O,2850.5,1996-08-14,5-LOW,Clerk#000000940,0,carefully silent unusual silent silent special
1924,635,O,8523.93,1994-12-09,1-URGENT,Clerk#000000930,0,quickly final final unusual regular
1925,294,P,7452.13,1996-06-19,3-MEDIUM,Clerk#000000378,1,blithely express carefully quickly
1926,751,O,8128.23,1994-11-11,3-MEDIUM,Clerk#000000192,1,slyly unusual slyly quickly silent special carefully blithely
1927,497,O,13928.81,1994-01-26,1-URGENT,Clerk#000000825,1,regular slyly furiously silent pending unusual unusual
1928,547,F,5655.22,1997-02-21,1-URGENT,Clerk#000000502,1,carefully express unusual regular slyly
1929,110,F,6462.6,1995-04-23,1-URGENT,Clerk#000000442,0,slyly regular express regular blithely blithely special
1930,158,O,1070.73,1995-05-10,5-LOW,Clerk#000000252,0,blithely final final slyly special
1931,662,F,4826.71,1996-03-20,3-MEDIUM,Clerk#000000882,1,express blithely regular pending carefully slyly regular final
1932,772,O,7782.15,1998-03-15,2-HIGH,Clerk#000000297,0,express furiously special carefully final final
1933,751,O,6616.73,1995-03-01,3-MEDIUM,Clerk#000000736,1,silent express regular slyly quickly unusual slyly final
1934,335,F,10681.61,1993-03-15,2-HIGH,Clerk#000000284,1,special pending silent pending silent
1935,876,O,5913.86,1994-12-18,4-NOT SPECIFIED,Clerk#000000689,1,special carefully silent carefully special blithely unusual final
1936,295,O,9280.24,1994-07-02,2-HIGH,Clerk#000000990,1,blithely slyly regular special final silent
1937,979,F,9581.46,1995-08-15,5-LOW,Clerk#000000292,0,regular regular unusual special furiously
1938,256,O,7615.57,1997-11-23,5-LOW,Clerk#000000693,1,quickly express unusual unusual blithely silent unusual
1939,667,O,5383.26,1993-09-20,3-MEDIUM,Clerk#000000542,1,carefully blithely regular furiously final blithely blithely
1940,952,P,4992.69,1996-04-26,2-HIGH,Clerk#000000480,0,blithely pending special pending quickly
1941,415,F,5297.74,1994-09-01,2-HIGH,Clerk#000000210,1,express slyly regular special regular unusual silent
1942,665,P,7974.04,1994-12-19,4-NOT SPECIFIED,Clerk#000000074,0,slyly regular special quickly slyly express slyly
1943,644,O,9053.56,1997-10-24,5-LOW,Clerk#000000650,1,quickly quickly blithely unusual carefully unusual silent
1944,766,P,6837.68,1998-05-17,2-HIGH,Clerk#000000005,0,slyly express blithely
1945,678,O,5505.84,1996-06-25,4-NOT SPECIFIED,Clerk#000000435,1,special special special carefully
1946,774,O,6638.54,1993-02-04,5-LOW,Clerk#000000833,1,slyly furiously special furiously silent unusual silent furiously
1947,724,P,11639.2,1994-03-21,4-NOT SPECIFIED,Clerk#000000644,0,quickly carefully special silent silent pending pending quickly
1948,184,F,6278.76,1996-11-29,1-URGENT,Clerk#000000814,1,slyly final slyly silent quickly
1949,572,F,12546.66,1998-10-20,2-HIGH,Clerk#000000753,1,regular final regular furiously
1950,175,F,12711.54,1997-02-12,3-MEDIUM,Clerk#000000915,1,silent furiously silent final
1951,206,O,6538.65,1995-10-24,3-MEDIUM,Clerk#000000831,0,carefully special final carefully blithely pending
1952,843,F,7708.65,1998-09-03,2-HIGH,Clerk#000000023,0,blithely blithely regular carefully carefully pending blithely
1953,972,P,5358.06,1997-06-08,1-URGENT,Clerk#000000419,0,furiously quickly silent
1954,513,P,10783.77,1996-07-16,4-NOT SPECIFIED,Clerk#000000985,1,quickly furiously quickly furiously special
1955,203,O,7578.43,1995-12-05,2-HIGH,Clerk#000000213,0,silent carefully slyly special slyly pending slyly
1956,277,O,6725.24,1998-06-10,3-MEDIUM,Clerk#000000363,1,unusual furiously quickly
1957,291,O,7167.38,1996-04-07,2-HIGH,Clerk#000000793,0,special final slyly unusual slyly silent silent
1958,134,F,5777.28,1994-01-16,2-HIGH,Clerk#000000676,0,regular blithely furiously unusual special silent unusual blithely
1959,799,F,8290.12,1996-10-13,1-URGENT,Clerk#000000378,0,carefully regular unusual special pending blithely silent slyly
1960,756,F,2936.91,1997-11-21,5-LOW,Clerk#000000778,1,pending blithely carefully
1961,165,P,11578.14,1998-03-20,3-MEDIUM,Clerk#000000963,1,pending silent pending slyly
1962,532,O,11859.86,1994-07-30,2-HIGH,Clerk#000000533,1,final furiously slyly unusual
1963,726,P,4787.06,1996-04-28,4-NOT SPECIFIED,Clerk#000000944,1,slyly carefully slyly
1964,820,O,10134.26,1995-10-08,2-HIGH,Clerk#000000953,0,pending special slyly express express special
1965,338,P,11324.42,1993-03-11,5-LOW,Clerk#000000447,0,carefully final unusual
1966,699,O,11254.64,1996-12-02,2-HIGH,Clerk#000000049,0,unusual pending unusual silent
1967,450,P,8288.17,1994-08-25,4-NOT SPECIFIED,Clerk#000000966,0,carefully quickly pending regular express special silent
1968,123,P,10742.38,1993-05-28,5-LOW,Clerk#000000198,1,final regular special regular special pending
1969,225,F,3688.74,1993-05-06,4-NOT SPECIFIED,Clerk#000000611,0,furiously blithely pending final
1970,542,F,10542.92,1994-06-09,3-MEDIUM,Clerk#000000747,0,slyly pending express express pending final pending slyly
1971,267,F,7199.71,1997-05-02,1-URGENT,Clerk#000000726,1,unusual slyly blithely regular regular quickly
1972,111,O,8736.5,1998-08-30,3-MEDIUM,Clerk#000000266,1,special blithely final final
1973,100,F,4113.69,1997-08-01,2-HIGH,Clerk#000000340,1,special special furiously
1974,628,F,10772.89,1994-11-15,2-HIGH,Clerk#000000096,0,silent carefully silent quickly
1975,654,P,7055.8,1995-01-11,4-NOT SPECIFIED,Clerk#000000450,1,blithely silent regular special special blithely pending
1976,806,O,10095.86,1996-07-05,5-LOW,Clerk#000000076,0,carefully slyly blithely quickly express furiously furiously carefully
1977,554,F,7238.75,1997-05-31,4-NOT SPECIFIED,Clerk#000000810,1,regular express unusual carefully carefully furiously
1978,566,P,11126.84,1993-06-21,2-HIGH,Clerk#000000666,1,slyly blithely express quickly final silent
1979,590,P,10918.96,1994-06-03,4-NOT SPECIFIED,Clerk#000000703,0,quickly blithely special regular
1980,485,F,6140.66,1995-11-19,5-LOW,Clerk#000000766,1,quickly express slyly special
1981,549,P,2600.73,1993-11-17,5-LOW,Clerk#000000111,0,regular unusual final quickly regular final regular slyly
1982,648,O,9559.21,1993-05-11,2-HIGH,Clerk#000000326,0,final blithely special slyly final unusual
1983,834,P,8660.83,1993-04-16,5-LOW,Clerk#000000007,0,unusual unusual regular
1984,2,F,5504.66,1996-09-03,1-URGENT,Clerk#000000596,0,silent special express pending pending quickly quickly regular
1985,355,P,8196.24,1997-05-22,3-MEDIUM,Clerk#000000853,1,express furiously pending quickly silent
1986,507,O,10108.72,1993-06-25,3-MEDIUM,Clerk#000000874,1,blithely slyly furiously special furiously pending
1987,410,F,9890.79,1994-04-10,4-NOT SPECIFIED,Clerk#000000197,0,silent special blithely furiously carefully pending slyly special
1988,24,F,9971.59,1993-03-06,5-LOW,Clerk#000000920,1,express express quickly carefully furiously special regular
1989,289,O,10795.35,1996-07-04,5-LOW,Clerk#000000184,1,express express regular pending slyly
1990,779,P,8146.02,1996-10-16,2-HIGH,Clerk#000000513,0,slyly furiously slyly slyly
1991,761,F,7373.82,1993-06-09,2-HIGH,Clerk#000000112,0,final express blithely special regular furiously
1992,753,F,9755.66,1994-08-08,5-LOW,Clerk#000000787,0,pending silent pending furiously blithely pending carefully express
1993,297,O,11059.88,1996-05-18,4-NOT SPECIFIED,Clerk#000000824,0,express express carefully regular special furiously furiously special
1994,77,F,6787.99,1998-05-03,4-NOT SPECIFIED,Clerk#000000695,1,pending unusual slyly special slyly
1995,747,P,8337.83,1994-06-11,1-URGENT,Clerk#000000704,0,final quickly silent furiously final
1996,439,P,7041.76,1998-05-21,1-URGENT,Clerk#000000963,1,slyly silent silent final
1997,174,F,8620.82,1996-10-22,1-URGENT,Clerk#000000965,0,pending furiously carefully silent
